fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color
5.818510297050025,0.3160950792475496,0.169819336622486,1.2,0.05818510297050016,7.185102970500254,108.0,0.992900361326755,3.2188938217699845,0.5587131583924707,9.471331237537392,1
6.5132641249172325,0.24,0.3121140232367511,1.6476684822019765,0.0355699455339407,6.913989106788141,61.30466303559605,0.9910100510530631,3.3243730428476836,0.3796061946274861,11.560207625248301,1
7.018275668431079,0.2238931363667164,0.2685585935803512,2.798069197882704,0.03612483262079193,23.32689732627568,111.16344866313784,0.994000148157743,3.3271171871607024,0.615482700529324,10.11827566843108,1
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1
10.90930560876974,0.5874002970488956,0.5711964354132524,2.3480059409779126,0.07745347195615129,11.726735978075649,46.75332343170348,1.000010634981451,3.252466765682965,0.5551994059022087,9.074002970488957,0
7.230425670346406,0.27102708811295306,0.24600773946084373,2.879071264698751,0.05489729118870469,12.54941954043672,85.90116091912657,0.9943201547892169,3.065096743260547,0.4469574329653594,9.5,1
6.912965670407574,0.3531628929983213,0.37,1.5170927675041965,0.03241453616247902,5.528487945840328,59.11395178336131,0.9910485244748967,3.1821219864600816,0.4343024108319345,11.35127830251259,1
7.1,0.8554039120453756,0.033203353181750536,4.972145304542523,0.08983843518184971,4.119776454549965,13.440111772725018,0.997475320714543,3.40559888227275,0.547994411363749,10.647910581819986,0
8.070087444461384,0.31728163666310905,0.42634284778607884,0.9740174888922771,0.04270087444461385,31.20851344415645,117.48034977784555,0.9928519650222155,3.2335043722230696,0.3574017488892277,10.679148655584356,1
5.944318751342044,0.6530795207751782,0.002363666738242287,5.564544998926365,0.034565929214085515,7.940908331543943,30.940908331543945,0.9937122741700666,3.3217727500536816,0.5097045416577197,10.455681248657957,0
8.026226777882297,0.35793041319117824,0.3169670083411722,1.256556694470574,0.046075824791470696,9.924175208529306,119.0,0.9943909370599352,3.109036595149994,0.4126226777882296,9.651025784676495,1
9.313554515726624,0.8442648075464467,0.19122749182482152,1.896291471698742,0.11512144654114247,5.0,18.03708528301258,0.9971999478943464,3.2550639798739205,0.5009845987425365,9.214834113205033,0
9.378659046083746,0.2913338096197659,0.5449315234448895,2.178659046083745,0.049866619038023405,16.839942845628087,119.0,0.996182927236867,3.1213338096197663,0.6841312376730297,10.275991426844215,1
6.413239982984034,0.4114640238223536,0.2673520034031934,1.285359761776464,0.06565118502594916,5.397199489520994,110.13239982984034,0.9937411202041916,3.2082240408383207,0.5094080136127735,9.205919863872264,1
8.254582376043528,0.7885508288324924,0.28273588774349,1.8452822451302004,0.07926681983303543,6.636117493043144,23.363882506956855,0.9953994584846949,3.2199729242347455,0.45180587465215716,10.090970626739214,0
6.261174408722742,0.2641761613084114,0.48767528501557683,7.308808065420567,0.04938825591277258,35.48531989096572,199.90293602180685,0.9955692988599377,3.214355827788161,0.5555302365109032,9.458238386915887,1
6.61422925785046,0.2828537554710276,0.232845851570092,1.7000790390093559,0.07071778601327147,22.28537554710276,190.14308296859815,0.9945001738858206,3.404308296859816,0.5914387335869172,9.728537554710275,1
9.05301212966259,0.40332908917452104,0.629917577002908,10.23589090642234,0.12991248401233316,34.8205454678883,225.7863030214078,0.9979358909064223,2.985301212966259,0.551876968318209,9.64616364036649,1
7.986339759343471,0.655788092464237,0.7136252210269531,17.36615592783088,0.04195446586447824,62.688703799766664,233.01707530082066,0.9998123467891206,2.9226182127925013,0.6776094578851075,9.406830120328264,1
6.0802673134606655,0.3203679223847201,0.2991304985002269,11.503348745784416,0.05271572298462935,6.0,113.16053462692133,0.9956846823820773,3.2919732686539334,0.5262877283465204,11.034449581928138,0
8.48337227327966,0.45154595283305365,0.3684073192313543,6.058897962555072,0.052826713542457784,3.249415900805098,10.083138633601699,0.9959310319455416,3.29662772672034,0.5541802956478811,11.916861366398301,0
7.810053027077148,0.2848324495487142,0.36335100902571615,15.18253977030786,0.06286595963897136,39.24867432307129,177.48324495487142,0.9994238451911597,3.1588536603795734,0.5365079540615723,9.096648990974284,1
7.5996451644987735,1.576824222264027,0.0002483848508582215,2.1014193420049043,0.13671967995403134,5.0,9.0,0.9947655354338191,3.4995741973985286,0.40053225325183905,10.9,0
6.8,0.23176091370271767,0.28852719965991863,1.2,0.036646742808559805,17.676628595720096,67.73532571914402,0.9906499462774552,3.1161793147229617,0.39646742808559804,11.40885829105842,1
7.1901489194268695,0.34303805718686675,0.3049751800955217,10.719536695116405,0.03820033093205971,15.699503601910434,65.39900720382087,0.9938903143854567,3.2249751800955218,0.3899834533970145,11.29966906794029,1
6.96675384262775,0.5707755792591154,0.15252288368978448,3.499607708175123,0.07199869236058375,25.91721151642344,47.58344230328469,0.9957433376921314,3.492483654507297,0.5233376921313876,10.499869236058373,0
7.111651454193399,0.32,0.33747718129009796,10.312564202589481,0.03869908725160392,16.349543625801957,65.88348545806602,0.9933854107367782,3.215531946193863,0.4011651454193399,11.628165996127384,1
8.284888233945924,0.23172801519460234,0.4128055146216203,1.4848882339459246,0.045561102924324054,8.280551462162029,100.8561102924324,0.9934532191112432,3.0556833087729722,0.6125886760324255,11.143166912270278,1
8.880176463437968,0.46393713490022387,0.3780066173789238,1.339757362772794,0.06078963277301938,15.0,58.60132347578476,0.9944188860745478,3.099922797245889,0.39593603200373656,10.4,0
7.960232358648929,0.4245616608229268,0.20783601559058398,1.8421045613920182,0.08747372631647891,16.760232358648928,151.0,0.9943321626510543,3.058596514620266,0.5281872202743089,9.238011617932447,1
6.7,0.5347602270307642,0.27091126486421496,7.1637885404950445,0.048794965405551644,8.045563243210747,177.9316551351839,0.9950263788540495,3.166834486481612,0.38387287567291345,9.445563243210746,1
5.354239779342178,0.8676768948828635,0.02583040882631288,1.187456132394693,0.04216608176526258,37.10336242723604,88.54239779342178,0.9925672455678892,3.5197441434275842,0.4516608176526257,10.641695911736871,0
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,1
5.493932165980059,0.2396631566362166,0.2528762580930208,2.074605852707626,0.0394696608299003,6.325847925249258,46.204491244850445,0.9912573483041495,3.189326313272433,0.43674152074750744,10.497754377574777,1
6.644751576924178,0.31,0.34314905384549316,7.855808346194587,0.04662981076909863,11.657452692274658,168.92267346165957,0.9956977886461459,3.3384534692331918,0.4616025230786849,9.963541000028629,1
6.843860252343079,0.4636423264235845,0.2742096214853812,1.3754410093723168,0.05342995425376203,13.561397476569208,67.0,0.9927223797314327,3.115790378514619,0.4985091640230015,10.336838485941524,0
5.8,0.27437126617129437,0.33592816542823584,2.384431007430585,0.04765270286272962,46.97603096597604,118.22155037152925,0.9917808392788423,3.257485064685177,0.46622759702776606,10.565867698865867,1
6.923128846611386,0.23632276707622388,0.286073279957742,1.2,0.0473926720042257,7.0,106.75207905932068,0.9919565385038973,3.123926720042258,0.49888513885584435,10.641930823094404,1
7.592270453686277,0.27476402973680236,0.19961352268431384,3.5635077773740638,0.03769528059473604,122.95707910789594,226.42493576050526,0.9927332589592119,3.0738201486840118,0.4425752535262442,10.304719405263953,1
6.200783481452792,0.7849608259273605,3.133925811165186e-05,2.099529911128325,0.06002820533230049,6.0,12.998433037094417,0.9966389971437404,3.5899373214837764,0.6100313392581116,9.99992165185472,0
6.537615005821476,0.8847018757276846,0.03094037514553691,5.4354343495310395,0.07815366236901677,22.858943728169464,47.09403751455369,0.9957825349471783,3.5673049355352515,0.5023509378638423,11.129471864084731,0
8.075568299936728,0.7275568299936729,0.0009772680025308446,2.441363919848149,0.08056022939886112,11.853409799620373,23.80454639949383,0.9979076821678127,3.369738685973426,0.4902953080784562,9.580454639949382,0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.99405,3.35,0.64,10.2,1
7.685752342034943,0.30000242176586,0.25428640621881715,1.8856312537419417,0.051999757823414,11.928519533588714,87.14296093282258,0.9944857281243764,3.1685800777352147,0.40142476579650566,9.5,1
8.308753625594075,0.2230768107221478,0.4142971015996297,1.5087536255940752,0.04585942031992594,8.42971015996297,100.8859420319926,0.9935665797215718,3.056578260959778,0.6203449283180744,11.134217390402222,1
6.675705365630575,0.2848589268738849,0.29649687797070146,15.037852682815288,0.06,40.44631707038219,162.0,0.9974384207324044,3.2058189755484086,0.4982484389853507,10.033895121114659,1
9.944876695187734,0.22143165104177664,0.4222420383183502,1.7673689360126903,0.04300035928820727,5.12245631200423,32.51017475198308,0.9943285970920148,2.950003592882073,0.30694038864093065,9.526526212797462,0
6.167165468924611,0.22350791412361395,0.3970906485859196,8.861928045216192,0.04368661875698438,36.99251796613083,200.66417265537694,0.9951611971254191,3.146716546892461,0.47358273446230564,9.86492085876386,1
7.217833790086241,0.27469521199507196,0.37,7.700453490209442,0.0528826197001232,17.41309850061601,161.793450749692,0.9968717280106189,3.275304788004928,0.42530478800492805,9.2413098500616,1
6.636538918540735,0.29978838384807516,0.24730778370814696,12.676534165717094,0.054559604873563095,36.29038324437779,161.76346108145927,0.9971646131910045,3.111076886516741,0.4902116161519249,9.591347296351836,1
8.16181668630503,0.645420519974155,0.3436248971834709,2.178637485271227,0.08289655258656642,14.255677144703222,55.29772914211871,0.9972341463719638,3.317443228552968,0.5625567714470322,10.26602188604658,0
7.80415160030685,0.8557502176016439,0.007603790007671238,2.470284250575343,0.084,6.0,11.619810499616438,0.9975564169008438,3.3932265300536986,0.49,10.19424635049863,0
6.803607247716807,0.2861668773972651,0.2530552043378915,1.7215339240868983,0.026502823436074102,3.5388959132421696,87.92220817351566,0.9902856713027398,3.0389178256849583,0.3269447956621085,11.42694479566211,1
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1
5.884356194828442,0.4444945799154618,0.13360409284435693,1.2,0.058843561948284356,7.843561948284419,108.0,0.9929727918143113,3.179386283102935,0.4829903759472918,9.191486171979122,1
6.46692371384589,0.5134245109292739,0.056030845661506845,0.8560308456615069,0.035319074630154774,30.747077942153425,95.0,0.9907682467652921,3.049572238904644,0.3925292205784658,10.73190746301548,1
6.598094865608188,0.44336508557319687,0.3329840586948346,4.8644440098762205,0.052384136917114965,51.72064547443465,202.68254278659842,0.993867301711464,3.14393662589074,0.6062538875484409,10.26444400987622,1
7.564191349457487,0.6062919506950746,0.19905391003616751,6.38413062273953,0.042905391003616754,11.910478373643718,58.91047837364372,0.9957452695501808,3.188056946372065,0.3798982525994607,9.5,1
7.415963616422515,0.6740984328698101,0.3826550794635963,2.0074441643903507,0.09672291068619877,3.308519452032164,8.691480547967835,0.9971930851945203,3.339255583560965,0.49595533151228055,9.929776657561403,0
6.962138988421921,0.3592238265866149,0.5282536098198836,10.460198554888459,0.04983483757290004,66.94178699399612,185.94178699399612,0.9974640794219554,3.103786101157808,0.5171841156089234,8.735920578044617,1
7.518354601147685,0.1980470113957804,0.34275319017215283,4.522830762143487,0.03818354601147686,23.0,110.10352585468353,0.9942442360648186,3.20955238390042,0.5503525854683531,10.289647414531647,1
7.021710167116823,0.9452137708896029,0.04304275417792059,3.317518018863897,0.06726152123987147,21.043586873311913,48.304275417792056,0.9965873431528317,3.403922818598072,0.5326068854448015,10.221793436655956,0
5.978374102541513,0.20608129487292437,0.3035122307624538,6.520165512267059,0.0482975538475092,39.216258974584875,199.78374102541514,0.9958513812822094,3.4927151026296137,0.5981136666960335,10.039187051270757,1
8.418128146725033,0.5833431731004106,0.4621543095195629,16.156239510916556,0.05245320366812583,43.53267351964437,326.0335126463199,1.0000393760489084,3.0036256293450068,0.6451559877729139,10.515008391266756,1
6.706765848714201,1.0156429446288762,0.08067658487142011,2.408253579427217,0.06706765848714201,18.729366051431956,31.797024538573968,0.996396103475944,3.5125575664143787,0.5666170756428994,11.0067658487142,0
6.8,0.63,0.04,1.3,0.0579999999999999,25.0,133.0,0.99271,3.17,0.39,10.2,1
6.7,0.45759411143823947,0.2843314588803062,8.103202121621432,0.04577542175193111,8.71657294401531,176.92514058397703,0.9951203202121621,3.2674859416022963,0.4409087002413013,10.11657294401531,1
10.348510597624587,0.42050798406177275,0.833590438242316,6.654813705225302,0.047607713147269484,19.535904382423162,123.90718087648463,0.9970691754581946,2.984430852589078,0.5137127649406147,9.881436175296926,1
7.6,0.23235161023084927,0.35447032204616985,1.3788128818467942,0.03697671015844707,6.552967795383014,106.0,0.9921152515273871,3.1002328984155287,0.42764838976915076,10.897671015844713,1
10.016359375134865,0.692722509736545,0.3844988281620876,2.028067382837787,0.17002807618241123,5.0,16.71932617162213,0.9986231277346481,3.1935685546756996,0.584442675797265,8.687730468648851,0
6.310050608915816,0.5742712863696987,0.06150759133737241,5.151507146498326,0.03248743673885523,7.231155108282845,31.768844891717155,0.9929285421279004,3.2405526945225605,0.47155775541414224,10.833166119744101,1
8.115672649237577,0.3575277458060755,0.3184327350762423,1.1033113782679544,0.03271081837690606,4.355409188453029,55.71081837690606,0.9914255201716773,2.9597572863834243,0.3981900214596664,11.044590811546971,1
5.811799943892388,0.2839333146307961,0.34174003927532826,2.3629330340927366,0.05327533202415572,35.646001683228356,113.96066685369203,0.9924409064721602,3.271740039275328,0.4937066965907263,10.160666853692039,1
6.660660618347974,0.28786787633040534,0.29123121642179073,15.030330309173987,0.06,40.258257729349666,162.0,0.9974854355676626,3.201681670045693,0.49561560821089534,9.977477318804901,1
8.425330644747882,0.3108850440183359,0.43620040328781773,9.518972507763579,0.038772126100458354,100.07629764381164,199.5824010228226,0.9955670650666683,2.9797456745206277,0.4287334677626059,9.936724339724961,1
7.8684925065570175,0.41623302969270837,0.3431507493442983,1.1496576550205593,0.03332876873360746,4.664384366803729,56.328768733607454,0.9919693164855745,3.0030138113525218,0.46616456069682033,10.735615633196272,1
7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5,9.7,1
5.8,0.2666134556411552,0.3165336391028879,2.5007981653826725,0.0402827828590974,62.10376149974745,124.03990826913363,0.990927480120527,3.2264538225646207,0.41968073384693094,11.070125383324914,1
7.888864628566593,0.28351892285722347,0.3896215428555313,15.241648471424945,0.061815138285778747,37.27838428583516,177.35189228572236,0.9996891775828408,3.189064774283861,0.548329694284989,9.070378457144468,1
6.231825025199148,0.4172699899203407,0.4104374370021293,6.559125125995742,0.05263800604779559,11.045249244025552,115.63650050398297,0.9956316744708179,3.231809969761022,0.49998494456187376,9.381900302389779,1
6.1105516463113165,0.26380764294622516,0.3010551646311316,4.71697313683962,0.05159632235792456,41.403677642075436,199.46789254735847,0.9957917396884339,3.5702743848452867,0.688302686316038,10.11697313683962,1
7.150767166792193,0.30523015003765763,0.44538358339609607,4.619979876223873,0.0427691791698048,19.0,65.36924624905856,0.9909015343335844,3.043539029132147,0.4050767166792192,12.489226125282432,1
7.393099957536657,0.35683832413294236,0.4372399830146628,2.778166737438905,0.07014933220097752,20.396499363049855,84.1781667374389,0.9966654997876833,3.2612049766451614,0.6608033177634409,9.582183326256109,0
7.311637805138602,0.3391881911133638,0.40465512205544085,2.913936991435663,0.0679770081370294,19.174567077079033,84.31393699143567,0.996258189025693,3.216400792826231,0.6309338618841541,9.568606300856434,0
6.163425606012841,0.22219896210449433,0.39391176511091475,8.897456742878012,0.04353702424051357,37.04861590980739,200.6828719699358,0.9951522214544308,3.1463425606012843,0.47171280300642043,9.878010378955057,1
7.2,0.5663681045643696,0.09251816993297994,1.4748183006702007,0.09792732026808025,18.266352939681944,151.755450979894,0.9940996622220246,3.102736209128739,0.5473364706031805,9.325908496648996,1
5.812545178970838,0.2759628463830691,0.42829116629388453,3.5376355369125143,0.029167269052944412,5.1254517897083804,109.0,0.99126989157047,3.522472892617497,0.43167269052944507,11.729272084265288,1
7.501835409912251,0.6018807978230959,0.5926912714220196,13.910630911303386,0.047811920217690415,62.27675810560431,225.52753114868375,0.9982671271769346,3.016865336961507,0.6357187031033112,9.510703242241723,1
8.457536472432544,0.25024851408608156,0.4879956773413282,2.0425175608008543,0.05592490544184155,14.975148591391843,151.0,0.9945950297182784,3.0537493245845826,0.49024851408608155,9.354997298338331,1
9.121564688514217,0.6062168860174798,0.3359395828339418,2.667591010611793,0.08459519741573182,16.432532902621972,46.18915569912601,0.9978837335486891,3.26756622796504,0.5194577849563005,9.356746709737804,0
5.8,0.27199706354834696,0.3299926588708673,2.420044046774796,0.04539721037092958,51.6057260807235,120.0022023387398,0.9915196769903181,3.2479882541933875,0.45198238129008156,10.720190869357449,1
7.134681982893051,0.41192198461793056,0.1852022974339577,4.2495665812107255,0.031456647521383684,5.684971282075528,33.31502871792447,0.9915782082530126,3.080780365814471,0.3942485641037764,11.503179111100605,1
7.6,0.23341285668214418,0.35468257133642883,1.3873028534571534,0.036785685797213995,6.531742866357116,106.0,0.9921492114138286,3.1021431420278596,0.42658714331785585,10.878568579721405,1
10.078810961350122,0.23956755568288504,0.36107028136264063,2.254216148869682,0.05910486225023471,14.0,35.840540738618586,0.9961610486225023,3.2386108001145963,0.495740533409731,9.354216148869682,0
7.768779476993712,0.2896830784509432,0.19762912677911965,1.0268779476993712,0.0334841539225471,33.268779476993714,96.46244104601257,0.9925518192797086,2.9433391810659746,0.4002171287653458,9.92687794769937,1
7.46277615665437,1.141056690341941,0.06277615665437013,3.5280741984747435,0.09009462276801924,5.0,12.744476866912597,0.9960977907467651,3.5735014590110667,0.577665693992622,11.01388078327185,0
6.580776963285762,0.5977913612321604,0.09,3.9,0.09814316754820786,14.451942408214403,30.096115183571193,0.9960949698431856,3.4593251832607037,0.6022086387678396,11.04519424082144,0
6.57894057213432,0.304211885573136,0.26262920024701203,14.98947028606716,0.06,39.236757151679,162.0,0.9977408107120802,3.179208657336938,0.481314600123506,9.6710271455037,1
8.024227887822253,0.32243238281953845,0.40847496371913194,14.642278878222529,0.06460713630115329,30.484557756445056,177.0,1.0000817571288534,3.277577211217775,0.5602992508337857,9.015154422435549,1
6.594051238943339,0.24,0.2901860922868078,1.5899634007547574,0.03730109797735728,7.2602195954714555,61.420073198490485,0.9915063147535091,3.3336058558792385,0.3946095158037631,11.317846283169981,1
7.6,0.23186162164600335,0.3543723243292006,1.3748929731680268,0.03706490810371934,6.562767567079933,106.0,0.9920995718926721,3.099350918962806,0.42813837835399665,10.90649081037194,1
8.427358060096692,0.1919132781441424,0.2912829672116031,1.0912829672116031,0.02826151098365181,33.88377289615471,95.0,0.9926502637376928,2.837845329509557,0.3611622710384529,10.02615109836519,1
5.211960619490937,0.39827215153634793,0.15418621682182795,1.4754163164182412,0.038059803097454686,9.850492256363287,44.08970464618203,0.9912502990154872,3.5065443030726957,0.40149507743636714,11.555147676908986,1
8.413166181652214,0.5777115637912662,0.10960816357827514,4.500470363000156,0.0662492127430396,27.04388727217405,64.13166181652215,0.9966120528564735,3.2659560729043045,0.6156112727825951,10.42633236330443,0
7.09895352264676,0.5182425356889817,0.18094182961791605,1.4422591557981486,0.10121545080628244,14.70083100545834,151.0,0.9936845183115963,3.0728870422100925,0.57,9.243305633151389,1
5.931627643480665,0.711197601957183,0.01341861782596674,1.8316276434806653,0.06894574521731116,6.0,13.0,0.9958975031469631,3.621310108260589,0.6144728726086556,10.044728726086555,0
5.509479286666823,0.41346232424479595,0.17466163065626245,1.4862671039062683,0.039740820987500876,10.0,44.145068415625076,0.9917118011230731,3.5069438425937434,0.4082205435520875,11.474274039791602,0
6.8,0.63,0.04,1.3,0.0579999999999999,25.0,133.0,0.99271,3.17,0.39,10.2,1
6.44264304201748,0.7728678478991261,0.009705721680699164,1.9544141747895125,0.06873514951262924,6.0,12.514713915965041,0.9963294169062176,3.5705885566386013,0.6197057216806992,9.975735695798251,0
6.40978152590529,0.41630586373259537,0.2680436948189422,1.2369413626740464,0.06260774279665433,5.293445777158671,110.0978152590529,0.9937826216891366,3.2165243378273067,0.5121747792757688,9.178252207242313,1
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1
7.341039506081176,0.25373804527589217,0.2470519753040588,15.213679835360393,0.06548939711880686,33.0790020579951,165.13679835360392,0.9985352598765204,3.0515800411599017,0.4421580041159902,9.156839917680195,1
7.371890622366822,0.2751741078951938,0.307636829868124,2.1776116184279077,0.03774129460524024,7.977611618427908,104.69651784209613,0.9919213928631615,3.040447767631442,0.5836069211851473,11.39776116184279,1
6.382380882238009,0.6188253921492006,0.2047142646714029,1.5176191177619902,0.04058730392539968,14.294443626110112,76.0,0.9910421908830195,3.297634951030196,0.5364761764476019,11.57658700932504,1
6.978694973349596,0.5408477468907863,0.4589998265226746,10.08879938863733,0.053915225310921376,62.567391681472444,217.68042460024395,0.9965523890793125,3.118587088515356,0.5892173309644086,9.62695667258898,1
7.189973149474328,0.3592193323784836,0.34518174164254334,3.070456458936417,0.03938155733048895,28.339838896845972,142.0,0.9931832765604144,3.2140107402102687,0.43660161103154027,10.303903338107581,1
6.7,0.5044697860765274,0.27617916763886485,7.532541734720537,0.04760968728125542,8.30895838194324,177.53656242708513,0.9950632541734721,3.2063437572914864,0.40626146246517547,9.70895838194324,1
6.921944376879763,0.23658331306392896,0.3309721884398816,2.388957674577691,0.03704860942199408,19.0,67.08541717340178,0.9904438887537595,3.1064652963580652,0.3821944376879763,11.974374847979467,1
6.4847363233306945,0.27915820600158336,0.19381591916732638,4.406059635035625,0.04775532281697013,6.228955150039583,114.22895515003958,0.9954007861016496,3.2423681616653472,0.35,8.722109413354444,1
6.49208959895727,0.6575559993482932,0.2533223684379469,1.441298558852996,0.059572838343692536,10.476268796871807,65.98417919791454,0.9924450853694203,3.2941298558853,0.47302239973931726,10.771358082815373,0
7.3054495662268435,0.4643520082058011,0.3018852121899577,1.2368188042216444,0.035472752168865786,5.368188042216445,56.631811957783555,0.9923372462344591,3.108910086754631,0.5105449566226844,10.547275216886579,1
5.913208687462642,0.6273202643910636,0.0034716525014942892,0.8520747875224143,0.037694330500298856,30.954704437910927,94.13208687462642,0.99062203376763,3.156414353149282,0.4069433050029886,10.865283474985057,0
5.476076670796763,0.4136192614032502,0.3439884056764261,1.3490771393170604,0.04085884993804856,8.625769050569117,65.0,0.9908593776546893,3.4869924266243832,0.42858849938048554,12.474230949430883,0
5.992305130856169,0.7912747084543496,0.2605152112009095,4.076915392568505,0.03156406841141554,6.923051308561684,109.0,0.9908384676859452,3.414616921486299,0.45564068411415576,12.148711971997727,1
6.2200798932521035,0.26366355970686267,0.21967421214047644,1.2,0.05403257878595225,7.0,107.53324456305322,0.9925346009766594,3.1903257878595235,0.5496608965984592,9.958411007328435,1
8.365492273630403,0.287452254815297,0.31109400819106875,3.092694260573398,0.032854626300636576,5.0,33.69089561656057,0.9918825847996431,2.9729074739872683,0.33527164932484566,11.119970356433255,1
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38,9.4,1
5.958402473795927,0.21876037106938911,0.3135814224326583,5.038018553469455,0.052415975262040726,39.269969077550904,199.1460061844898,0.9962656743102694,3.6382365366857017,0.676639010481629,9.912396289306109,1
6.725086075079375,0.9496901297142515,0.08250860750793747,2.7013772012699935,0.06725086075079376,17.996556996825014,31.247417747618762,0.9961689326690157,3.492405317412688,0.5574569624603126,11.025086075079374,0
6.471928105681613,0.7714035947159193,0.010877124227264506,1.9368431365910326,0.06978941180453806,6.0,12.456143788636775,0.9962919320247275,3.568245751545471,0.6208771242272645,9.972807189431839,0
6.582026375009073,0.6512907687468247,0.0,2.1424473750010082,0.06297131625007056,6.424473750010081,13.42447375001008,0.9960160235874852,3.5093499874980845,0.5972657874996976,10.382026375009072,0
6.693391214744752,0.7927303362192271,0.03867824294895038,2.071072523503499,0.07279305423062978,3.6446373824825065,11.710725235034987,0.9957956230838689,3.5619826355765745,0.6328927476496501,11.113217570510496,0
6.9163769410487745,0.23491308231463234,0.32818847052438727,2.334675175225551,0.03690942352621936,19.0,67.1271729421342,0.9904327538820975,3.107996341211587,0.3816376941048774,11.961848117359741,1
7.06702824024735,0.6044287762559482,0.0622415061465253,4.666377407802121,0.074234997822073,6.443962346336868,29.443962346336868,0.9965564715419599,3.3666811296098937,0.5022198117316843,9.33297175975265,0
7.51473870091808,0.21331571718651907,0.3419475439755965,1.2,0.04180524560244024,7.0,106.09473477675769,0.9914701037348006,3.0680524560244034,0.4561577604892497,11.217107070337024,1
6.040978600483049,0.9308053213847425,0.2150866395491536,4.222935801449149,0.03221304800644065,7.409786004830497,109.0,0.9907216513588407,3.3854128397101704,0.4621304800644066,12.262283401127116,1
7.3,0.44577969059280104,0.2838197468486554,5.722603656630533,0.04581401968954902,18.0,103.19599437441457,0.9943316739243677,3.18371960620902,0.4902002812792718,10.901001406396357,1
6.910743151591767,0.27,0.28630856161360774,3.363368140558601,0.03750969171129786,4.89256848408233,88.36914383863922,0.9928634811503276,3.196033902930703,0.4135541090449397,10.895315070911378,1
6.10969156875436,0.3565814941252616,0.47535681962561044,1.00969156875436,0.05691276198845048,8.12246744996512,65.87753255003489,0.9900551890282784,3.2180616862491283,0.38729513337648236,11.66123372498256,1
6.112378145893839,0.4085616103025593,0.45247562917876777,1.5428080515127962,0.12404698780981989,5.612034506483413,68.18395399135545,0.9927632092017289,3.2950487416424648,0.5281604600864456,10.712034506483413,0
6.818768202885158,0.6168622579803891,0.054263834192720406,1.2962463594229683,0.05706158985574198,25.15014562308127,133.33782765193286,0.9926852259721916,3.17,0.39150145623081267,10.218768202885158,1
7.692457519448812,0.32831507917632213,0.2558090105261524,3.6815996704822895,0.031412408970247455,5.0,33.93126517162543,0.9911807056988537,3.0017518205950506,0.3545012137300339,11.648783377575933,1
7.418458598010316,0.26323093725655333,0.37,8.187685166596482,0.053169226568586164,18.84613284293083,161.07693357853458,0.9971483036386857,3.2867690627434465,0.4367690627434466,9.384613284293083,1
7.6,0.2257739004926972,0.3531547800985394,1.3261912039415775,0.038160697911314434,6.684521990146056,106.0,0.9919047648157663,3.088393020886855,0.43422609950730284,11.016069791131452,1
6.957979918041232,0.5262544590103126,0.1874263442680381,7.014341393299048,0.052837164753608515,26.947879508247397,142.0,0.9955728068441753,3.306808032783507,0.45052120491752606,9.468727704948437,1
9.28221362417052,0.24226512261210537,0.284110681208526,8.178352589081037,0.03704530245224211,123.93204632163683,209.20051498441586,0.9938707207085763,2.911325613060527,0.3840772207017897,10.954697547757892,1
7.232305047582416,0.3273864666923081,0.3685518361626369,1.2135389904835165,0.036384747620879135,28.458440380659336,140.78149085648352,0.9921393573371912,3.17,0.42458440380659335,10.632305047582417,1
6.248106535318605,0.4491982244113566,0.26881953147507764,4.45612429120504,0.061717159058170525,61.63698149930619,205.5991122056783,0.9939839644882271,3.254766263815775,0.5304230826523645,9.85612429120504,1
6.8,0.2698822824676477,0.3107646647727945,1.2,0.039823523538970645,16.088238230514676,67.41764764610294,0.991189999001625,3.0875882881492642,0.4282352353897064,11.059412410713229,1
5.818887831514498,0.680194153666487,0.019055608424275096,1.7188878315144982,0.07270373894951673,6.0,13.0,0.9955855896671901,3.6344630863233087,0.6163518694747584,10.063518694747584,0
6.950236615118694,0.2904732302373878,0.41914818557270195,2.492901546439183,0.042526027663056326,7.004732302373878,120.49290154643919,0.9924244084622033,2.960189292094955,0.4493374776676571,10.249290154643917,1
7.382011099462178,0.3633501796882027,0.1658413319354614,0.9658413319354615,0.0320247600419361,32.21121775913949,95.0,0.9916467306554837,2.9507428012580847,0.37788782240860513,10.402476004193616,1
9.683772093166342,0.20741383720061504,0.41938127908152084,1.9391994184794517,0.03567951162821359,5.0,33.22008139529773,0.9932573623257306,2.916409767435728,0.29760651162381885,10.084179069655018,1
7.3,0.4215739718400827,0.2640150678691586,6.008671241889932,0.047354383610176555,18.0,102.75589039709241,0.9938563616288598,3.1529123277964692,0.5122054801453794,11.011027400726896,1
