fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color
6.083943460328379,0.3180282698358109,0.3606197888850677,2.8222544285222986,0.03329575952462836,20.209858650820944,125.0,0.9909811127214261,3.3485212023768582,0.4004929325410473,11.258028269835812,1
9.059926072623966,0.31204066005681874,0.36606653463843064,2.1602033002840937,0.060795933994318124,13.0,27.0,0.9951279408580992,3.27202217821281,0.8520221782128102,12.040628382696289,0
6.205099207582881,0.19210198415165763,0.2818470237725136,10.623569445308018,0.034050992075828776,28.60509920758288,130.3949007924171,0.9951337563486635,3.260062301118505,0.4321019841516576,10.618470237725136,1
7.333292341519545,0.1766953609363183,0.3722112910718788,4.811179430800758,0.03977641138398485,36.0,137.66707658480453,0.994257321402251,3.357776411383985,0.5399877024558636,10.744717723203031,1
5.790087057311903,0.2780174114623807,0.3178231766469446,2.380174114623807,0.038148694140321376,13.683188237813495,73.0,0.9896864434127473,2.995646353293889,0.5260348229247614,11.916811762186505,1
9.410554499272104,0.31863326995632624,0.4517996197379573,2.1242217997088417,0.07021108998544207,12.621108998544207,25.0,0.995116522370102,3.3221108998544207,0.7903112801164635,12.134776298980945,0
7.3,0.21,0.29,1.6,0.034,29.0,118.0,0.9917,3.3,0.5,11.0,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
6.900898809111603,0.23973035726651884,0.3400898809111604,1.3601797618223208,0.033841345219133775,30.203595236446414,87.79640476355358,0.9900190113099773,3.26,0.3978741667243755,12.580539285466962,1
6.21611061499433,0.22577698399092705,0.3219446925028353,4.9327921651644475,0.029127743049602976,20.51668155017012,74.67778770011341,0.9898880071440816,3.3181124010147434,0.4196663689965976,13.387225695039694,1
9.28261067771007,0.5181271284175013,0.5106356420875066,2.328762770505008,0.08563881961885082,30.237457431649972,52.474914863299944,0.997142742337697,3.216120317481497,0.7338796825185029,11.220068109360042,0
6.99833751749444,0.22566023037997965,0.4666481946388271,3.679132393152678,0.04131855571106165,24.445060178705763,190.44506017870577,0.9937538314996238,3.5044506017870574,0.4678024071482305,11.167036107223458,1
6.628003884707269,0.2668533592313818,0.27,10.462932815372364,0.03753869515451991,26.31466407686182,115.5733203843091,0.9937747965037634,3.153279067670255,0.46336046616487236,11.248268738510543,1
12.662394035942933,0.3068802982028534,0.7262394035942932,2.324788071885865,0.07917531413343723,6.935910539143986,28.688029820285337,0.9989183791258003,2.979830457508692,0.8044014910142668,10.111970179714662,0
7.138489734657703,0.1992326489771802,0.46667073945055715,1.8,0.037282176598478683,43.82054414961967,151.64108829923933,0.9913794558503803,3.3379455850380326,0.48486396259508235,12.312870639391473,1
5.697849558537468,0.18,0.5506451324387592,1.2989247792687344,0.03508721731708299,29.1087217317083,128.7825565365834,0.9901618163258566,3.5078255653658337,0.5891278268291701,11.804300882925062,1
7.780850265316018,0.2959136678868347,0.37339175846315253,1.3669587923157624,0.04353067319315507,30.165206038421186,94.66958792315762,0.9915833041207684,3.172090248857856,0.495219094236822,11.466958792315763,1
6.220126506396692,0.1260149507559727,0.2700172508722762,1.2000575029075873,0.039198964947663346,14.399654982554477,65.0,0.992119666483136,3.537958597906537,0.5679758487788134,10.780276013956419,1
7.387456535617959,0.19624689540128282,0.26875062091974344,1.6124937908025658,0.02774962744815394,35.12493790802566,136.0,0.9925649577774575,3.3874962744815393,0.5362518627592303,10.925037255184606,1
6.539294611866991,0.2839294611866991,0.27714356894935926,2.3500249132275743,0.02660705388133009,36.357178447467966,106.35717844746796,0.9914646497972562,3.3067858922373397,0.5689319525094565,11.235717844746796,1
6.97569389455135,0.249189796485045,0.44473367715279244,2.2837959297008994,0.04471642876976574,40.0,118.0,0.9906440510175747,3.1664816281196404,0.48202550878738754,11.895948982425224,1
7.0,0.36,0.32,10.099973530949349,0.045,36.7778954180029,131.4442091639942,0.99351777895418,3.09,0.33,11.688894770900145,1
6.546089762323414,0.3083128190141269,0.2660698738555755,4.561730713029759,0.05149384570423807,27.853910237676587,138.1460897623234,0.9915405358757048,3.271460897623234,0.4970782047535317,12.414608976232342,1
6.10978282157886,0.19295804564286897,0.29212734439849003,2.3934007883833903,0.034212734439849,18.0,89.0,0.9915359476763531,3.430659921161661,0.639658439834564,11.7787265560151,1
5.3943934325262495,0.3,0.3,1.2,0.0289999999999999,25.0,93.0,0.98742,3.31,0.4,13.6,1
6.3667332760139494,0.21598401375665205,0.4300399656083699,2.7795204126995614,0.08334665520278997,57.0669331040558,140.0,0.9916363037386237,3.1386613379188844,0.40399600343916303,10.792907033510721,1
7.110088828392872,0.3154434574623014,0.39443457462301423,2.445565425376986,0.07056873932916696,24.911308507539715,34.45565425376986,0.9942567625551746,3.25810420223611,0.7043126067083298,12.010088828392872,0
11.039560938150155,0.33452462022248725,0.4131715225850133,1.8075133356499749,0.05799335246699906,16.846409520500035,32.15359047949996,0.99693679523975,3.2160439061849844,0.6730718095899993,10.630718095899992,0
7.302101456519123,0.33336233043059627,0.25957970869617547,16.29925715764075,0.03978985434808774,33.51050728259561,153.48949271740437,0.9974586628837533,3.0369963836931664,0.47084058260764905,10.53152184778684,1
8.202888900863263,0.31578306906817294,0.40303597957724957,6.648555549568369,0.02883375651682118,8.431322762726916,85.29396828818075,0.9919388444396547,2.9827470894909234,0.41990370330455795,12.258793657636149,1
8.003789599797992,0.4888631200606024,0.1922737598787951,2.01699257128428,0.077150371435786,12.0,18.43398514256856,0.9956018826743377,3.254902228614716,0.66849628564214,10.803789599797991,0
6.187400075816554,0.35029501326789697,0.28,6.4125999241834455,0.03437533308061149,45.18766654030574,151.62466691938852,0.9922670232208721,3.303136657821402,0.4562466691938851,11.449866767755406,1
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,0
6.8786464458089265,0.3266861137012726,0.2801400237219753,1.4985997627802472,0.03692415402863058,33.07584597136942,128.0,0.9895211201897758,3.1260676777095537,0.37289381513280156,12.27584597136942,1
6.442289083129821,0.5180878227382479,0.4142358202933344,1.615352713936835,0.0321151453545262,28.65387273838597,75.34612726161403,0.9897814937995115,3.2192392762835107,0.3796161821515791,12.419260012224568,1
6.837803773535513,0.26756075470710255,0.3632943396967308,1.851215094142051,0.044085509440383336,41.37803773535513,121.62196226464488,0.9928487849058579,3.4510981132322436,0.4837803773535513,10.613411320606538,1
6.966906583210741,0.3493525266568593,0.3627338432990075,2.655395108983073,0.03246762633284297,26.0,118.53237366715703,0.9900427332406473,3.253237366715704,0.5245323134019851,13.233813166421482,1
6.967220088820835,0.31836100444104176,0.2916389955589582,7.665559822358329,0.025491698667687454,34.67220088820835,123.67220088820835,0.9916232779911178,3.1467220088820835,0.6467220088820835,12.767220088820835,1
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,1
7.525965844093472,0.45522011358178793,0.4511320681490728,14.657053133670436,0.036961366236261124,36.25965844093472,155.62982922046737,0.9965236838739864,3.102982922046736,0.389254269488316,11.281760908654304,1
6.294896225433343,0.292714528439332,0.2594896225433343,1.3440830196533256,0.04847335842773396,38.389792450866686,124.0,0.9904236679213867,3.3094896225433343,0.4823667921386698,11.85429056878664,1
6.4153502895098935,0.23796816927772724,0.308216570163369,1.9078982629406416,0.041767514475494656,21.435668596732622,89.71783429836631,0.9901486241246604,3.1461401158039575,0.45921017370593586,11.784649710490106,1
7.0,0.36,0.32,10.222805625308496,0.045,36.231974998628914,132.53605000274217,0.9935123197499863,3.09,0.33,11.661598749931445,1
6.783916296568901,0.27926569439333104,0.3102447685355563,4.1828662025110575,0.03339510462928887,46.81468611213338,152.60489537071112,0.9907692301844355,3.205314648100442,0.4116083703431099,12.265384907782238,1
6.450527819098862,0.27092610532615935,0.2750527819098862,1.2195777447209106,0.058433780422327164,38.70105563819772,124.0,0.9909216890211163,3.325052781909886,0.5321689021116358,11.418522106523186,1
6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,1
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,0
6.923746295012394,0.4155913132713753,0.24237462950123934,3.913529126796775,0.0330170286136927,18.79659427726146,99.40681144547708,0.9903635760088755,3.2498297138630727,0.5544086867286248,12.576253704987607,1
7.845457046731723,0.3184856822439076,0.3303028635512185,1.7030286355121849,0.03381828186926886,28.909140934634454,167.03028635512186,0.9915363711401951,2.994848568224391,0.5139399775707353,11.71211454204874,1
6.888674779127852,0.19226504417442966,0.38226504417442964,6.344337389563926,0.04219759959970295,40.886747791278516,121.88674779127852,0.9926011088514648,3.148963827305252,0.5166987831308223,11.556626104360742,1
7.777775742445904,0.2765810243608073,0.6638465765689278,3.4341897563919277,0.342743988981765,5.059827494189157,10.0,0.9971306001067406,3.242820700697301,1.0500862529054216,10.019654988378313,0
6.986425703163641,0.2884765729115146,0.2743489513923236,2.913574296836359,0.0387229808164445,29.0,99.42936189240405,0.9907565363681002,3.091412762151919,0.48587237848080905,11.870638107595955,1
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,1
6.8388922865992505,0.3512341903778611,0.25827213347099454,2.7611077134007496,0.03787658096221389,28.0,124.4876580962214,0.9906145695623374,3.278518971546567,0.4912341903778611,12.65123419037786,1
6.8,0.31,0.3,8.0,0.0279999999999999,33.0,122.0,0.99164,3.13,0.63,12.6,1
8.416302979119536,0.18,0.3755070638826049,1.1459242552201159,0.04107156595513604,20.15308085073372,106.84691914926628,0.9925342137016225,3.0287868934255573,0.3689858722347903,10.245924255220116,1
10.68318403640629,0.3634527708749675,0.5392487799765402,2.5831840364062906,0.07311095326483624,5.084079817968547,15.915920182031453,0.9972084079817968,3.144955210921887,0.6508407981796855,11.067263854374838,0
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,1
5.740200237286061,0.273986650847596,0.3554983313559495,4.874916567797475,0.0346013349152404,44.64949940678485,145.9003337288101,0.9908074104864365,3.1580066745762023,0.35051501779645455,11.76976638983293,1
7.447008797458518,0.16557697942816663,0.33059824050829634,5.097023448781842,0.047585483860218485,68.68159826050187,213.6474340190611,0.9947162463288385,3.1705982405082964,0.5747434019061113,9.664956012707409,1
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,1
6.36740406738152,0.41790067789692015,0.36834311832583255,5.162708812659962,0.02416568816741669,44.4419864420616,137.4419864420616,0.990679774239917,3.1741986442061596,0.36861850862677575,12.204424404289124,1
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,0
7.358498888333746,0.22046112346295837,0.27553348155550056,1.6138337038887514,0.05603164072778741,44.81555061481665,98.0,0.9928521240845755,3.285388765370416,0.4395388765370416,9.992224692591677,1
6.7,0.3898804397485173,0.27017934037722396,5.70179340377224,0.03676046152200473,33.25149450314353,115.25149450314353,0.9903841887885522,3.08227582452847,0.4073057145913407,12.718963811153792,1
6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,1
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,1
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,1
6.207443781176547,0.3538026617058957,0.28,6.3925562188234535,0.03430852072941151,45.154260364705756,151.6914792705885,0.9922372917245881,3.300798225529403,0.4569147927058849,11.476591708235395,1
7.189079834344689,0.1877815966868938,0.38518773112459587,1.4518773112459584,0.03644368066262124,35.0,110.7406134437702,0.9915146747881473,3.242184033131062,0.5925938655622979,11.640957145590647,1
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,1
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,1
5.86611071382719,0.1814783928545955,0.32808946423731444,10.066944643086405,0.028295678570919015,27.7043214290809,131.14783928545955,0.9951930250003566,3.4160803572702254,0.405216071454045,10.829567857091911,1
6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,1
5.99772639082501,0.2932389229818719,0.29465895862375147,3.4485838447280783,0.03411647396559379,48.627842011468736,113.37215798853126,0.990195907503485,3.315823698279689,0.5539489408028117,12.50454721834998,1
5.965815123331051,0.34462809080916523,0.25866266535738736,1.823140454045826,0.033475582230950755,25.0,97.47558223095075,0.9901244177690492,3.347453062215117,0.40853493385704504,11.760931569521201,1
6.967092654737373,0.25844612229660247,0.4072030201338845,5.284461222966025,0.047279697986611496,40.45338366889808,112.03107755406795,0.9929416991051493,3.143912285607622,0.5248446122296603,11.023584079042243,1
7.542823797706898,0.41357643034396535,0.3271528606879307,4.428471393120693,0.03892940505732756,34.428237977068974,108.2141189885345,0.9916035297471336,3.1507059494267247,0.47783546850948355,12.671528606879306,1
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,1
6.536464607894313,0.315567896520416,0.31576430719295423,3.392143573098473,0.021231425707606107,55.78821535964771,121.82749749415535,0.9898,3.3405892320176145,0.47713918190072147,12.780785642690152,1
4.866307898851664,0.455,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,1
6.389862393398502,0.3037886629986035,0.530309303988828,4.834364346629427,0.0367225097661546,36.0,114.41408913342643,0.9909207044566714,3.235816184318903,0.5606615323244889,12.3,1
6.699241240563155,0.19493677004692955,0.3250379379718423,2.098482481126309,0.06057714054274595,41.50126459906141,135.49873540093859,0.9918050583962457,3.205113813915527,0.4301517518873691,11.146079742909631,1
6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.98912,3.31,0.38,13.0,1
7.194958100934508,0.2758518284451794,0.3236821990824136,2.9740261559896934,0.03242246064231047,22.368219908241358,93.0,0.9912779832403738,3.1757371761427526,0.6368219908241356,12.315890045879321,1
5.737765327638115,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,1
6.512041841628156,0.2812041841628155,0.2749633473302524,2.2737171565588343,0.026879581583718448,36.24816736651262,106.24816736651262,0.99144339263647,3.306240836832563,0.5585758998186989,11.224816736651263,1
5.987028242920752,0.2651887028316991,0.29129717570792474,2.9573106721282754,0.03957310672128266,37.12971757079248,143.74056485841504,0.9893725468631879,3.2446463384505706,0.39259435141584953,12.812971757079248,1
5.9582389708641035,0.6076419965660156,0.05511368782524682,2.2275568439126237,0.08217755231529089,3.137784219563117,10.862215780436882,0.9937496874716961,3.6576419965660154,0.6396448953694182,12.8,0
6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,1
8.289686456907903,0.2851567715460487,0.4634983310526442,2.1721948016446815,0.09031847879605469,5.793729138158053,12.0,0.9941470380300986,3.264125417236839,0.6344389603289363,12.44125417236839,0
6.4,0.2981989538326605,0.29590052308366976,3.1254712303981633,0.03681989538326605,24.79502615418349,79.40994769163302,0.9903556518307928,3.2838507846255047,0.6081989538326604,12.440994769163302,1
6.423737514720614,0.15034990871648815,0.314552679622901,2.640079475851911,0.036455267962290094,18.0,89.0,0.9922311330683099,3.405992052414809,0.7203896466424435,11.554473203770991,1
7.089211580014182,0.2570538960170187,0.24647305199149064,12.675518939900725,0.04453942099929088,47.78423160028365,118.21576839971635,0.9972362654760313,3.0572614719773084,0.5384231600283645,9.946057900070912,1
5.501172270480683,0.41835936858679973,0.27328126282640053,1.9945312286226657,0.09112499657962653,22.94531228622666,55.0,0.9947165625256528,3.7635936858679973,0.6449218942396008,12.264452986047328,0
7.011668986383903,0.5635006959151708,0.1633875743824553,1.6805516893601626,0.065,15.0,23.883310136160976,0.995118995824509,3.438055168936016,0.6718317095312684,10.528606858296179,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,1
8.209510250637269,0.28190205012745395,0.4,2.4729119215524014,0.0520951025063727,3.968299164542434,9.968299164542435,0.9936810971914479,3.3315850417728785,0.6987319665816973,12.761958997450922,0
9.125059963973852,0.5150973069994972,0.4954865349974858,2.310583841996983,0.08376033033968824,30.298053860010057,52.596107720020115,0.9971536496948018,3.2227859246011064,0.7272140753988938,11.123113823983909,0
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,1
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1
6.032210966945542,0.2371184072829518,0.25288159271704824,3.891512400562349,0.044067900795501165,48.45763185434097,159.54236814565903,0.9948338945165272,3.4538945165272286,0.4916947258263614,9.722025847620362,1
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,1
6.800098098504163,0.24003923940166533,0.34996076059833464,6.400784788033307,0.04799215211966693,44.0029429551249,171.99607605983346,0.9944001961970083,3.29,0.5500196197008327,10.500098098504163,1
5.972473251222336,0.3346119341686941,0.32,7.803518517726808,0.0395153497982852,9.0,33.67057613080756,0.9913016074079457,3.2239530864303094,0.3685650205990033,12.607761316626117,0
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,1
6.30291814446892,0.31376654844248636,0.31826263300220287,2.8173736699779712,0.036,30.0,124.0,0.9895406106682609,3.3039124556659325,0.40608754433406763,12.917373669977971,1
7.582471006271539,0.41907597591201223,0.22164733751435933,2.1567053249712815,0.06905173962370766,17.216473375143593,33.6082366875718,0.996046208754845,3.3975289937284607,0.8177297043900773,11.104118343785899,0
7.646977017700341,0.32360054075999195,0.3245991888600121,2.3729959443000603,0.0368199729620004,17.819972962000403,100.9099864810002,0.9912450067594999,3.2271025686099617,0.6554008111399879,11.68199729620004,1
6.556005314417917,0.29560053144179177,0.3061712008106607,2.420570669368869,0.03553151967573573,30.20570669368869,83.41141338737738,0.9889723888397224,3.0982282677475474,0.3887989371164165,12.491439959466966,1
9.493441589995962,0.3635519470001346,0.4387840927497644,2.2766396025010094,0.08202873242517163,5.588798675003366,9.588798675003366,0.995439646065505,3.1587840927497646,0.6252321457496297,11.982240264999326,0
7.126860432915981,0.19731395670840185,0.2807441731663926,8.71360571377261,0.03619418701252056,18.46279134168037,104.46279134168037,0.9940666399824678,3.0695464762075795,0.4102906493739723,10.741743896243834,1
6.302734587988642,0.19273458798864224,0.28863270600567886,2.032815055863707,0.022410188198296335,32.945308240227156,95.97265412011357,0.9890309383519545,3.0361715768159008,0.5432815055863707,12.794530824022717,1
8.563271026951819,0.23785514056686335,0.43316355134759094,2.0806074775401506,0.0721939252245985,9.438785044919697,20.438785044919697,0.9948128691565988,3.393163551347591,0.765612149550803,12.34897196406424,0
6.655599951793296,0.17921142306209098,0.3888800096413408,1.7111999035865924,0.039713714905514765,65.17428605861932,149.26971442344774,0.9908862228220209,3.099834293289625,0.6679257259930567,11.236514278827613,1
6.557792659004353,0.12625465916805928,0.3132699475643168,1.4307979025726727,0.03798098426929504,53.69202097427328,145.98098426929505,0.9913307979025726,3.3446010487136637,0.4198098426929504,11.230797902572672,1
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,1
7.0442893635116395,0.33771574540465576,0.33657361810698366,5.69137018381377,0.025685276378603267,38.44289363511639,114.55710636488361,0.9914686416661184,3.247131909465082,0.5401395728395245,12.421446817558197,1
6.190298144521509,0.20388074219139657,0.2726124121220388,9.5302175291264,0.02990298144521508,38.90298144521508,102.09701855478491,0.9908392925146879,3.0897018554784914,0.5575745361303772,12.846639794868297,1
6.024043672010669,0.26923493760853573,0.29620218360053346,3.0379781639946652,0.03372131016032009,30.759563279893303,123.62021836005334,0.9891858196524048,3.3479781639946653,0.3734152852037344,13.32786898396799,1
6.606224646813622,0.26937753531863773,0.3400581899583158,1.6231528885050155,0.05330541334484954,18.293775353186376,135.7062246468136,0.9918011637991663,3.3393775353186377,0.5681326059559133,11.428213736152323,1
6.028090608157231,0.2559546959213847,0.24899027713018435,1.742135912235846,0.02308996689729537,24.280906081572308,110.28090608157231,0.9897606731485799,3.238537236344031,0.42224596613270793,12.375275134742155,1
7.284992131426547,0.2797988459425602,0.35740073440018894,2.0849921314265467,0.03474007344001884,65.2300157371469,154.71995803427492,0.9912309952788559,3.128200104914313,0.647400734400189,11.67199580342749,1
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,1
7.0,0.35,0.3,6.5,0.0279999999999999,27.0,87.0,0.9936,3.4,0.42,11.4,1
5.9,0.3058753128618475,0.3014688282154619,2.0,0.03,38.0,142.0,0.98892,3.408531171784538,0.41,12.9,1
6.646608213624196,0.17466082136241962,0.3568435626157657,1.3766958931879019,0.035218274125334605,22.38347946593951,87.0,0.9898124780801091,3.0915043839781853,0.5586432854496785,12.26165205340605,1
6.864918822918532,0.23456215119068935,0.42491349568487013,2.049134956848701,0.04403513444941808,39.807026889883616,118.0,0.9902965078639928,3.1889459665174575,0.46456215119068933,12.13156773213966,1
7.4,0.16,0.3,13.7,0.0559999999999999,33.0,168.0,0.99825,2.9,0.44,8.7,1
5.960487618152406,0.17962925708914437,0.31432198109561504,2.730828185283956,0.043395123818475934,99.85170283565775,169.35804952739036,0.9911299698242206,3.280497676745508,0.8518537145542782,11.446927240064706,1
6.4962063007493835,0.2301896849625308,0.2834914041354423,1.2660343834582306,0.040952578759367295,41.66982808270885,107.0,0.9919310848067611,3.402732664285319,0.5930171917291154,10.700948424812655,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
8.592205727726187,0.2696639323382704,0.3543010417005603,1.2715052085028014,0.03350804689279416,30.642473957485993,93.71505208502802,0.9915928494791497,3.0336825523290623,0.4236289063771011,11.371505208502802,1
6.873025588577953,0.5873025588577953,0.12634872057110236,2.263487205711024,0.07696871545745276,13.0,28.317436028555118,0.9957651432449001,3.488256397144488,0.62,10.676154042832676,0
7.1238470963124145,0.26529646094823617,0.3125164700526798,2.1490117968392126,0.022277999089555633,43.49011796839213,81.00658802107192,0.9897626352084288,3.1933729127920287,0.375230580737517,12.849670598946405,1
7.0504163070873345,0.24390008629903975,0.26707493527572024,1.829250647242798,0.03640666091339735,48.39833477165066,121.0,0.989770631060792,2.99804995685048,0.5052081535436672,12.387751941728393,1
7.0350299498737705,0.2537574874684427,0.25299401002524585,11.040718796970497,0.04594910150378688,46.375748746844266,117.35029949873771,0.9959605989974755,3.0984730451136064,0.5729940100252459,10.48727537594672,1
8.499320132429322,0.37301606180035013,0.4202039602712035,1.9006798675706784,0.0763899889642232,6.0,12.0,0.9947975524767456,3.3197960397287964,0.6665080309001751,11.93491969099825,0
7.033186313708058,0.2808296578427015,0.2799117882248348,1.7082965784270145,0.042,34.082965784270144,129.75110264718955,0.9925995589411242,3.431659315685403,0.5,10.658517107864927,1
6.285482813798001,0.6099314947754568,0.4567975219691141,1.346541966510858,0.03009906474883135,28.877881694574285,75.12211830542572,0.9894051587531152,3.290922142263771,0.38633645083722856,12.665669864031715,1
7.394308830911942,0.1313658805811342,0.38852029603710464,4.705691169088059,0.041795117912829874,36.0,136.97723532364776,0.9949977235323648,3.3577235323647763,0.561821174108179,10.304552935270449,1
6.307926582125578,0.24535825951087245,0.44301835446860544,6.738871518719762,0.03608307278079637,37.0,105.15472468297092,0.9922681930692934,3.2184146835748844,0.4830564240640119,11.37660094957733,1
9.07951157827905,0.2717073684767458,0.44920322804418533,10.556746665255773,0.035113824565116386,28.01138245651164,123.97723508697672,0.9969487789456977,3.1998861754348837,0.4589755789139525,10.425041404325606,1
5.897484443940959,0.2219946664940431,0.3087511111470744,2.730008889176595,0.040175200006473386,19.72506666882446,73.0,0.9888410062224235,3.140251555605904,0.3837466665587769,12.85750222229415,1
7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,1
10.19588146896879,0.29370667792808747,0.49041185310312085,2.5917629379375833,0.060853338964043754,5.041185310312083,13.0,0.9975518131869349,3.057001502753054,0.7362933220719124,10.545303841343292,0
6.107859931197115,0.2167107538169875,0.3762153081056089,1.1535667813381414,0.03907859931197115,17.614267125352566,76.61426712535257,0.9900919221582466,3.2413540756831734,0.5170013012253204,11.553566781338143,1
6.8,0.31,0.3,8.0,0.0279999999999999,33.0,122.0,0.99164,3.13,0.63,12.6,1
6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,1
5.858362910587245,0.2275088731761735,0.296654835765102,1.424911268238265,0.037412821623658145,36.8327417882551,95.0,0.9891273314096527,3.1424556341191323,0.7649112682382648,12.691814552936226,1
6.2080765170535095,0.27101773898626186,0.36470121778778,4.420354779725236,0.04793697381572674,21.775443474656544,129.55088694931308,0.991945718956774,3.278594783870209,0.46673669576030363,11.820354779725237,1
5.314788516185965,0.3,0.3,1.2,0.0289999999999999,25.0,93.0,0.98742,3.31,0.4,13.6,1
7.426861132612619,0.32910462891291276,0.27969816391592023,2.5731388673873816,0.04,28.91046289129127,114.91046289129127,0.9912820925782582,3.0816398241321346,0.52,11.88953710870873,1
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,0
7.3746321975354086,0.2508455934154864,0.31711398353871595,14.811948296303115,0.05647243242780933,36.830881316902726,191.2886016461284,0.9984169118683097,3.065422796707743,0.5025367802464591,9.32886016461284,1
8.58358860074482,0.41234134701424974,0.39492341977655376,1.8164113992551791,0.06936761660459827,6.0,12.0,0.9951009189626814,3.3450765802234463,0.6861706735071248,11.738293264928751,0
7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,1
7.007157165267427,0.31047580892620197,0.22,1.661895223155049,0.041809676429519216,16.785685669465146,135.0,0.9919095562412729,3.1664254236411664,0.7726189522315505,11.316633281042671,1
6.509301797479088,0.3183388025330256,0.3087043113925584,1.3906982025209123,0.021684395189674084,28.87043113925584,89.38870658223249,0.9905961808354139,3.2768439518967405,0.4723922151860401,12.20564670888376,1
5.725323823377965,0.3722733236354245,0.25759714701338954,4.74805705973221,0.03274676176622035,48.24028529866105,113.5064764675593,0.9896093523532441,3.2346761766220347,0.5774676176622034,13.074676176622035,1
7.8,0.2894189472541927,0.37448153126662875,2.066388515500284,0.036721990429583566,18.55601914083286,100.44398085916714,0.9908663885155002,3.1655184687333713,0.547136458945921,11.81120382816657,1
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,1
6.682617524159759,0.21782211412810873,0.3656543810399396,2.456543810399396,0.03486912379201208,34.91308762079879,89.08691237920121,0.9913478018085606,3.260429485504145,0.5156442282562175,11.0,1
6.296314576071859,0.3261390024056461,0.3012144503902477,2.9386099759435393,0.0410954731209239,19.433836319897345,128.78308184005132,0.9900579570366727,3.3072446295840883,0.4821691815994867,12.60954731209239,1
13.495250948162932,0.27155791575697097,0.6451930525232367,2.473590736697649,0.08867953683488244,9.316023158255877,26.735907366976488,0.9996054150528664,3.158916989426736,0.7921216210779114,10.294362946790596,0
7.104138553659153,0.21020692768295762,0.4024482680792606,14.615345255640667,0.04126551957622183,45.11206701981515,129.37758659603696,0.9990606230400633,3.3404138553659153,0.4858963104570783,9.39379216951127,1
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1
6.9,0.19,0.31,19.25,0.043,38.0,167.0,0.99954,2.93,0.52,9.1,1
7.108920060450023,0.2650704072540027,0.31896717944699227,1.3417840120900046,0.05589671794469923,17.16431975819991,135.58215987909995,0.9928,3.2138967721929896,0.6011736350610133,10.4,1
6.47409576247949,0.300361695008204,0.30222872874384704,2.295797462971728,0.036295211876025496,24.0,79.5180847504102,0.9904704202537028,3.267409576247949,0.677047881239745,11.71085085024612,1
